,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea
91,6300000,9000,3,1,1,1,0,1,0,0,1,1
501,2590000,3600,2,1,1,1,0,0,0,0,0,0
59,7000000,11175,3,1,1,1,0,1,0,1,1,1
145,5565000,4400,4,1,2,1,0,0,0,1,2,1
204,4900000,4646,3,1,2,1,1,1,0,0,2,0
235,4550000,3760,3,1,1,1,0,0,0,0,2,0
483,2835000,3300,3,1,2,0,0,0,0,0,1,0
354,3710000,4040,2,1,1,1,0,0,0,0,0,0
10,9240000,7800,3,2,2,1,0,0,0,0,0,1
392,3500000,3120,3,1,2,1,0,0,0,0,1,0
397,3500000,12944,3,1,1,1,0,0,0,0,0,0
532,1890000,3649,2,1,1,1,0,0,0,0,0,0
284,4200000,2610,4,3,2,0,0,0,0,0,0,0
35,7875000,6550,3,1,2,1,0,1,0,1,0,1
148,5530000,3650,3,2,2,1,0,0,0,0,2,0
411,3395000,3640,2,1,1,1,0,0,0,0,0,0
17,8680000,7155,3,2,1,1,1,1,0,1,2,0
368,3640000,3520,2,2,1,1,0,1,0,0,0,0
519,2345000,3640,2,1,1,1,0,0,0,0,0,0
197,4900000,5400,4,1,2,1,0,0,0,0,0,0
420,3353000,2700,3,1,1,0,0,0,0,0,0,0
105,6090000,6600,3,1,1,1,1,1,0,0,2,1
13,8960000,8500,3,2,4,1,0,0,0,1,7,0
414,3360000,4120,2,1,2,1,0,0,0,0,0,0
522,2275000,3970,1,1,1,0,0,0,0,0,0,0
451,3115000,3000,3,1,1,0,0,0,0,1,0,0
129,5803000,7000,3,1,1,1,0,1,0,0,2,1
115,5950000,6540,3,1,1,1,1,1,0,0,2,1
81,6510000,6670,3,1,3,1,0,1,0,0,0,1
121,5880000,7160,3,1,1,1,0,1,0,0,2,1
189,4970000,4410,4,3,2,1,0,1,0,0,2,0
181,5110000,6100,3,1,1,1,0,1,0,1,0,1
169,5250000,9800,4,2,2,1,1,0,0,0,2,0
536,1750000,3620,2,1,1,1,0,0,0,0,0,0
499,2653000,4000,3,1,2,1,0,0,0,1,0,0
14,8890000,4600,3,2,2,1,1,0,0,1,2,0
90,6300000,4100,3,2,3,1,0,0,0,1,2,0
419,3360000,3185,2,1,1,1,0,1,0,0,2,0
370,3640000,4130,3,2,2,1,0,0,0,0,2,0
449,3129000,5495,3,1,1,1,0,1,0,0,0,0
508,2485000,3000,3,1,2,0,0,0,0,0,0,0
358,3703000,3120,3,1,2,0,0,1,1,0,0,0
281,4200000,5500,3,1,2,1,0,0,0,1,0,0
228,4620000,3880,3,2,2,1,0,1,0,0,2,0
459,3045000,3800,2,1,1,1,0,0,0,0,0,0
7,9800000,13200,3,1,2,1,0,1,0,1,2,1
389,3500000,3600,6,1,2,1,0,0,0,0,1,0
494,2660000,2800,3,1,1,1,0,0,0,0,0,0
84,6440000,8580,5,3,2,1,0,0,0,0,2,0
446,3150000,9000,3,1,2,1,0,0,0,0,2,0
9,9240000,3500,4,2,2,1,0,0,1,0,2,0
182,5075000,5720,2,1,2,1,0,0,0,1,0,1
2,11410000,7420,4,1,2,1,1,1,0,1,2,0
216,4760000,9166,2,1,1,1,0,1,0,1,2,0
219,4753000,6440,2,1,1,1,0,0,0,1,3,0
119,5950000,6525,3,2,4,1,0,0,0,0,1,0
238,4550000,5320,3,1,2,1,1,1,0,0,0,1
323,3990000,3960,3,1,2,1,0,0,0,0,0,0
222,4690000,3630,3,1,2,1,0,0,0,0,2,0
46,7420000,6325,3,1,4,1,0,0,0,1,1,0
16,8750000,4320,3,1,2,1,0,1,1,0,2,0
390,3500000,3640,2,1,1,1,0,0,0,0,1,0
378,3570000,4500,2,1,1,0,0,0,0,0,0,0
217,4760000,6321,3,1,2,1,0,1,0,1,1,0
383,3500000,4600,4,1,2,1,0,0,0,0,0,0
76,6615000,4000,3,2,2,1,0,1,0,1,1,0
502,2590000,4400,2,1,1,1,0,0,0,0,0,0
406,3430000,2610,3,1,2,1,0,1,0,0,0,1
74,6650000,6000,3,2,3,1,1,0,0,1,0,0
319,4007500,3460,4,1,2,1,0,0,0,1,0,0
396,3500000,5880,2,1,1,1,0,0,0,0,0,0
409,3395000,4785,3,1,2,1,1,1,0,1,1,0
141,5600000,5500,3,2,2,1,0,0,0,0,1,0
49,7350000,6000,3,2,2,1,1,0,0,1,1,0
47,7350000,6000,4,2,4,1,1,0,0,1,1,0
206,4893000,3420,4,2,2,1,0,1,0,1,2,0
534,1820000,3000,2,1,1,1,0,1,0,0,2,0
72,6650000,6500,3,2,3,1,0,0,0,1,0,1
427,3290000,3480,4,1,2,0,0,0,0,0,1,0
140,5600000,10500,2,1,1,1,0,0,0,0,1,0
533,1855000,2990,2,1,1,0,0,0,0,0,1,0
95,6230000,6600,3,2,1,1,0,1,0,1,0,1
367,3640000,3000,2,1,2,1,0,0,0,1,0,0
166,5250000,8400,3,1,2,1,1,1,0,1,2,1
293,4200000,7000,3,1,1,1,0,0,0,0,3,0
150,5523000,6900,3,1,1,1,1,1,0,0,0,1
339,3850000,2015,3,1,2,1,0,1,0,0,0,1
362,3675000,5640,2,1,1,0,0,0,0,0,0,0
405,3430000,2145,3,1,3,1,0,0,0,0,0,1
117,5950000,6254,4,2,1,1,0,1,0,0,1,1
102,6125000,6420,3,1,3,1,0,1,0,0,0,1
337,3850000,4080,2,1,1,1,0,0,0,0,0,0
132,5740000,4640,4,1,2,1,0,0,0,0,1,0
267,4340000,3500,4,1,2,1,0,0,0,0,2,0
477,2940000,6615,3,1,2,1,0,0,0,0,0,0
247,4515000,3520,2,1,2,1,0,0,0,0,0,1
19,8645000,4560,3,2,2,1,1,1,0,1,1,0
353,3710000,3600,3,1,1,1,0,0,0,0,1,0
410,3395000,3450,3,1,1,1,0,1,0,0,2,0
340,3850000,2176,2,1,2,1,1,0,0,0,0,1
175,5215000,7200,3,1,2,1,1,1,0,0,1,1
387,3500000,7424,3,1,1,0,0,0,0,0,0,0
425,3290000,3180,4,1,2,1,0,1,0,1,0,0
510,2450000,3240,2,1,1,0,1,0,0,0,1,0
269,4319000,4032,2,1,1,1,0,1,0,0,0,0
185,5040000,10700,3,1,2,1,1,1,0,0,0,0
493,2660000,3630,3,3,2,0,1,0,0,0,0,0
131,5740000,5400,4,2,2,1,0,0,0,1,2,0
320,3990000,4100,4,1,1,0,0,1,0,0,0,0
237,4550000,2550,3,1,2,1,0,1,0,0,0,0
407,3430000,1950,3,2,2,1,0,1,0,0,0,1
277,4270000,4360,4,1,2,1,0,0,0,0,0,0
260,4403000,4880,3,1,1,1,0,0,0,0,2,1
356,3710000,4050,2,1,1,1,0,0,0,0,0,0
257,4410000,3968,3,1,2,0,0,0,0,0,0,0
505,2520000,3180,3,1,1,0,0,0,0,0,0,0
388,3500000,3480,3,1,1,0,0,0,0,1,0,0
107,6083000,4300,6,2,2,1,0,0,0,0,0,0
408,3423000,4040,2,1,1,1,0,0,0,0,0,0
491,2660000,3934,2,1,1,1,0,0,0,0,0,0
504,2520000,2880,3,1,1,0,0,0,0,0,0,0
468,2975000,4352,4,1,2,0,0,0,0,0,1,0
487,2800000,3960,3,1,1,1,0,0,0,0,0,0
472,2940000,3600,3,1,2,0,0,0,0,0,1,0
211,4830000,6862,3,1,2,1,0,0,0,1,2,1
318,4007500,4500,3,1,2,0,0,1,0,1,0,0
87,6405000,4800,3,2,4,1,1,0,0,1,0,0
299,4193000,3450,3,1,2,1,0,0,0,0,1,0
61,6930000,13200,2,1,1,1,0,1,1,0,1,0
38,7700000,6000,4,2,4,1,0,0,0,0,2,0
306,4098500,3600,3,1,1,1,0,1,0,1,0,1
243,4543000,4990,4,2,2,1,1,1,0,0,0,1
424,3290000,2500,2,1,1,0,0,0,0,1,0,0
62,6895000,7700,3,2,1,1,0,0,0,0,2,0
513,2450000,4840,2,1,2,1,0,0,0,0,0,0
518,2380000,3264,2,1,1,1,0,0,0,0,0,0
328,3920000,3290,2,1,1,1,0,0,1,0,1,0
365,3640000,3570,3,1,2,1,0,1,0,0,0,0
104,6090000,6615,4,2,2,1,1,0,1,0,1,0
93,6293000,6600,3,2,3,1,0,0,0,1,0,1
179,5110000,3000,3,1,2,1,0,1,0,0,0,0
385,3500000,3036,3,1,2,1,0,1,0,0,0,0
110,6020000,8000,3,1,1,1,1,1,0,1,2,1
352,3745000,3480,2,1,1,1,0,0,0,0,0,1
529,2100000,3360,2,1,1,1,0,0,0,0,1,0
433,3255000,3930,2,1,1,0,0,0,0,0,0,0
33,7962500,6000,3,1,4,1,1,0,0,1,2,0
300,4165000,4840,3,1,2,1,0,0,0,0,1,0
480,2870000,6000,2,1,1,1,0,0,0,0,0,0
167,5250000,5300,4,2,1,1,0,0,0,1,0,1
45,7420000,7440,3,2,4,1,0,0,0,0,1,1
25,8400000,7475,3,2,4,1,0,0,0,1,2,0
28,8190000,5960,3,3,2,1,1,1,0,0,1,0
230,4620000,2870,2,1,2,1,1,1,0,0,0,1
226,4655000,3745,3,1,2,1,0,1,0,0,0,0
0,13300000,7420,4,2,3,1,0,0,0,1,2,1
467,3003000,8050,2,1,1,1,0,0,0,0,0,0
377,3570000,4500,4,2,2,1,0,1,0,0,2,0
221,4690000,6000,2,1,1,1,0,1,0,1,1,0
98,6195000,6350,3,2,3,1,1,0,0,1,0,0
482,2852500,5200,4,1,3,1,0,0,0,0,0,0
18,8645000,8050,3,1,1,1,1,1,0,1,1,0
295,4200000,3520,3,1,2,1,0,0,0,0,0,1
324,3990000,4050,2,1,2,1,1,1,0,0,0,1
89,6300000,6000,4,2,4,1,0,0,0,0,1,0
21,8540000,6540,4,2,2,1,1,1,0,1,2,1
128,5810000,4800,3,1,3,1,0,0,0,1,0,0
261,4403000,4920,3,1,2,1,0,0,0,0,1,0
40,7560000,6000,3,2,3,1,0,0,0,1,0,0
163,5250000,6540,4,2,2,0,0,0,0,1,0,0
58,7035000,6360,4,2,3,1,0,0,0,1,2,1
256,4445000,3750,2,1,1,1,1,1,0,0,0,0
276,4270000,2175,3,1,2,0,1,1,0,1,0,0
363,3675000,3600,2,1,1,1,0,0,0,0,0,0
326,3920000,5500,4,1,2,1,1,1,0,0,0,0
373,3633000,3520,3,1,1,1,0,0,0,0,2,1
439,3150000,3450,1,1,1,1,0,0,0,0,0,0
359,3703000,5450,2,1,1,1,0,0,0,0,0,0
444,3150000,3450,3,1,2,1,0,1,0,0,0,0
66,6755000,6000,4,2,4,1,0,0,0,1,0,0
476,2940000,3150,3,1,2,0,0,0,0,0,0,0
109,6020000,6800,2,1,1,1,1,1,0,0,2,0
514,2450000,7700,2,1,1,1,0,0,0,0,0,0
53,7210000,7680,4,2,4,1,1,0,0,1,1,0
285,4200000,2953,3,1,2,1,0,1,0,1,0,0
512,2450000,3500,2,1,1,1,1,0,0,0,0,0
83,6475000,7410,3,1,1,1,1,1,0,1,2,1
430,3290000,2145,3,1,2,1,0,1,0,0,0,1
157,5425000,6825,3,1,1,1,1,1,0,1,0,1
527,2100000,2400,3,1,2,1,0,0,0,0,0,0
321,3990000,6480,3,1,2,0,0,0,0,1,1,0
200,4900000,5800,2,1,1,1,1,1,0,1,0,0
8,9310000,6550,4,2,2,1,0,0,0,1,1,1
20,8575000,8800,3,2,2,1,0,0,0,1,2,0
24,8400000,5500,4,2,2,1,0,1,0,1,1,1
122,5880000,6500,3,2,3,1,0,0,0,1,0,0
32,7980000,9000,4,2,4,1,0,0,0,1,2,0
112,5950000,3700,4,1,2,1,1,0,0,1,0,0
524,2240000,1950,3,1,1,0,0,0,1,0,0,0
113,5950000,6420,3,1,1,1,0,1,0,1,0,1
342,3815000,3150,2,2,1,0,0,1,0,0,0,0
317,4025000,5400,3,1,1,1,0,0,0,0,3,0
108,6083000,9620,3,1,1,1,0,1,0,0,2,1
149,5530000,6100,3,2,1,1,0,1,0,0,2,1
227,4620000,4160,3,1,1,1,1,1,0,1,0,0
379,3570000,3640,2,1,1,1,0,0,0,0,0,0
391,3500000,5900,2,1,1,1,0,0,0,0,1,0
426,3290000,6060,3,1,1,1,1,1,0,0,0,0
313,4060000,3000,4,1,3,1,0,1,0,1,2,0
366,3640000,3180,3,1,2,0,0,1,0,0,0,0
160,5320000,7800,3,1,1,1,0,1,0,1,2,1
329,3920000,3816,2,1,1,1,0,1,0,1,2,0
531,1890000,1700,3,1,2,1,0,0,0,0,0,0
503,2590000,3600,2,2,2,1,0,1,0,0,1,0
36,7840000,6360,3,2,4,1,0,0,0,1,0,1
240,4550000,3520,3,1,1,1,0,0,0,0,0,1
283,4200000,5850,2,1,1,1,1,1,0,0,2,0
479,2870000,3630,2,1,1,1,0,0,0,0,0,0
171,5243000,6050,3,1,1,1,0,1,0,0,0,1
250,4480000,4000,3,1,2,1,0,0,0,0,2,0
103,6107500,3240,4,1,3,1,0,0,0,0,1,0
308,4095000,4040,2,1,2,1,0,0,0,0,1,0
174,5215000,4500,4,2,1,0,0,1,0,1,2,0
205,4900000,12900,3,1,1,1,0,0,0,0,2,0
279,4235000,6650,3,1,2,1,1,0,0,0,0,0
346,3780000,5830,2,1,1,1,0,0,0,0,2,0
241,4550000,8400,4,1,4,1,0,0,0,0,3,0
443,3150000,1650,3,1,2,0,0,1,0,0,0,0
120,5943000,15600,3,1,1,1,0,0,0,1,2,0
85,6440000,5000,3,1,2,1,0,0,0,1,0,0
398,3493000,4900,3,1,2,0,0,0,0,0,0,0
421,3332000,2145,3,1,2,1,0,1,0,0,0,1
183,5040000,3540,2,1,1,0,1,1,0,0,0,0
15,8855000,6420,3,2,2,1,0,0,0,1,1,1
5,9870000,8100,4,1,2,1,1,1,0,1,2,1
124,5873000,11460,3,1,3,1,0,0,0,0,2,1
343,3780000,4820,3,1,2,1,0,0,0,0,0,0
348,3780000,8400,2,1,1,1,0,0,0,0,1,0
39,7560000,6000,4,2,4,1,0,0,0,1,1,0
48,7350000,5150,3,2,4,1,0,0,0,1,2,0
344,3780000,3420,2,1,2,1,0,0,1,0,1,0
380,3535000,3850,3,1,1,1,0,0,0,0,2,0
315,4025000,3630,3,2,2,1,0,0,1,0,2,0
99,6195000,5500,3,2,1,1,1,1,0,0,2,1
488,2730000,6800,2,1,1,1,0,0,0,0,0,0
511,2450000,3000,2,1,1,1,0,0,0,0,1,0
311,4060000,4992,3,2,2,1,0,0,0,0,2,0
73,6650000,5700,3,1,1,1,1,1,0,1,2,1
231,4620000,5010,3,1,2,1,0,1,0,0,0,0
481,2870000,5400,4,1,2,1,0,0,0,0,0,0
351,3773000,6930,4,1,2,0,0,0,0,0,1,0
314,4060000,4320,3,1,2,1,0,0,0,0,2,1
399,3465000,3060,3,1,1,1,0,0,0,0,0,0
347,3780000,2856,3,1,3,1,0,0,0,0,0,1
232,4613000,4510,4,2,2,1,0,1,0,0,0,0
360,3675000,3630,2,1,1,1,0,1,0,0,0,0
525,2233000,5300,3,1,1,0,0,0,0,1,0,1
192,4935000,5948,3,1,2,1,0,0,0,1,0,0
475,2940000,2700,2,1,1,0,0,0,0,0,0,0
196,4900000,4120,2,1,1,1,0,1,0,0,1,0
133,5740000,5000,3,1,3,1,0,0,0,1,0,0
1,12250000,9960,3,2,2,1,0,1,0,0,2,1
336,3850000,7152,3,1,2,1,0,0,0,1,0,0
177,5145000,7980,3,1,1,1,0,0,0,0,1,1
457,3080000,3090,2,1,1,1,1,1,0,0,0,0
453,3115000,3500,2,1,1,1,0,0,0,0,0,0
322,3990000,4500,3,2,2,0,0,1,0,1,0,0
297,4200000,4500,3,1,1,1,0,1,0,0,0,0
44,7420000,7440,3,2,1,1,1,1,0,1,0,1
208,4865000,4350,2,1,1,1,0,1,0,0,0,0
278,4270000,7770,2,1,1,1,0,0,0,0,1,0
225,4690000,4320,3,1,1,1,0,0,0,0,0,1
490,2695000,4000,2,1,1,1,0,0,0,0,0,0
506,2520000,3000,2,1,2,1,0,0,0,0,0,0
251,4480000,8250,3,1,1,1,0,0,0,0,0,0
400,3465000,5320,2,1,1,1,0,0,0,0,1,1
458,3080000,4500,2,1,2,1,0,0,1,0,1,0
375,3605000,4000,2,1,1,1,0,0,0,0,0,1
50,7350000,6000,3,1,2,1,0,0,0,1,1,0
154,5460000,6210,4,1,4,1,1,0,0,1,0,0
130,5775000,6000,3,2,4,1,0,0,0,1,0,0
302,4165000,4046,3,1,2,1,0,1,0,0,1,0
135,5740000,5800,3,2,4,1,0,0,0,1,0,0
64,6790000,12090,4,2,2,1,0,0,0,0,2,1
345,3780000,3600,2,1,1,1,0,0,0,0,0,0
220,4690000,5170,3,1,4,1,0,0,0,1,0,0
164,5250000,5500,3,2,1,1,0,1,0,0,0,0
134,5740000,6360,3,1,1,1,1,1,0,1,2,1
161,5285000,4600,2,2,1,1,0,0,0,1,2,0
310,4060000,5900,4,2,2,0,0,1,0,0,1,0
394,3500000,3512,2,1,1,1,0,0,0,0,1,1
199,4900000,6300,3,1,1,1,0,0,0,1,2,0
484,2835000,4350,3,1,2,0,0,0,1,0,1,0
125,5866000,4800,3,1,1,1,1,1,0,0,0,0
11,9100000,6000,4,1,2,1,0,1,0,0,2,0
207,4893000,4995,4,2,1,1,0,1,0,0,0,0
364,3640000,4280,2,1,1,1,0,0,0,1,2,0
258,4410000,4900,2,1,2,1,0,1,0,0,0,0
170,5250000,8520,3,1,1,1,0,0,0,1,2,0
332,3885000,3780,2,1,2,1,1,1,0,0,0,0
67,6720000,5020,3,1,4,1,0,0,0,1,0,1
422,3325000,4040,2,1,1,1,0,0,0,0,1,0
111,6020000,6900,3,2,1,1,1,1,0,0,0,1
287,4200000,4410,2,1,1,0,0,0,0,0,1,0
239,4550000,5360,3,1,2,1,0,0,0,0,2,1
473,2940000,3660,4,1,2,0,0,0,0,0,0,0
96,6230000,5500,3,1,3,1,0,0,0,0,1,1
330,3920000,8080,3,1,1,1,0,0,0,1,2,0
495,2660000,2430,3,1,1,0,0,0,0,0,0,0
12,9100000,6600,4,2,2,1,1,1,0,1,1,1
116,5950000,7231,3,1,2,1,1,1,0,1,0,1
100,6160000,4500,3,1,4,1,0,0,0,1,0,0
51,7343000,11440,4,1,2,1,0,1,0,0,1,1
210,4830000,6040,3,1,1,1,0,0,0,0,2,1
438,3220000,3120,3,1,2,0,0,0,0,0,0,0
65,6790000,4000,3,2,2,1,0,1,0,1,0,1
55,7140000,6000,3,2,2,1,1,0,0,0,1,0
521,2275000,1836,2,1,1,0,0,1,0,0,0,0
152,5495000,7980,3,1,1,1,0,0,0,0,2,0
301,4165000,4080,3,1,2,1,0,0,0,0,2,0
60,6930000,8880,3,2,2,1,0,1,0,1,1,0
212,4830000,4815,2,1,1,1,0,0,0,1,0,1
341,3836000,3350,3,1,2,1,0,0,0,0,0,0
173,5215000,3180,3,2,2,1,0,0,0,0,2,0
395,3500000,9500,3,1,2,1,0,0,0,0,3,1
97,6195000,5500,3,2,4,1,1,0,0,1,1,0
448,3143000,4500,3,1,2,1,0,0,0,1,0,0
418,3360000,3100,3,1,2,0,0,1,0,0,0,0
361,3675000,3630,2,1,1,1,0,0,0,1,0,0
291,4200000,3640,3,2,2,1,0,1,0,0,0,0
416,3360000,3720,2,1,1,0,0,0,0,1,0,0
372,3640000,2275,3,1,3,1,0,0,1,1,0,1
486,2800000,2650,3,1,2,1,0,1,0,0,1,0
435,3220000,4370,3,1,2,1,0,0,0,0,0,0
146,5565000,5400,5,1,2,1,1,1,0,1,0,1
68,6685000,6600,2,2,4,1,0,1,0,0,0,1
37,7700000,6480,3,2,4,1,0,0,0,1,2,0
86,6419000,6750,2,1,1,1,1,1,0,0,2,1
186,5040000,6600,3,1,1,1,1,1,0,0,0,1
384,3500000,2135,3,2,2,0,0,0,0,0,0,0
325,3920000,7260,3,2,1,1,1,1,0,0,3,0
139,5600000,5000,3,1,4,1,0,0,0,0,0,0
168,5250000,3800,3,1,2,1,1,1,0,0,1,1
305,4123000,6060,2,1,1,1,0,1,0,0,1,0
88,6300000,7200,3,2,1,1,0,1,0,1,3,0
286,4200000,2747,4,2,2,0,0,0,0,0,0,0
193,4907000,4200,3,1,2,1,0,0,0,0,1,0
412,3360000,3500,4,1,2,1,0,0,0,1,2,0
249,4480000,5885,2,1,1,1,0,0,0,1,1,0
143,5600000,6600,4,2,1,1,0,1,0,0,0,1
194,4900000,4520,3,1,2,1,0,1,0,1,0,0
415,3360000,4750,2,1,1,1,0,0,0,0,0,0
137,5600000,10500,4,2,2,1,0,0,0,0,1,0
41,7525000,6000,3,2,4,1,0,0,0,1,1,0
374,3605000,4500,2,1,1,1,0,0,0,0,0,0
153,5460000,3150,3,2,1,1,1,1,0,1,0,0
252,4480000,4040,3,1,2,1,0,0,0,0,1,0
245,4515000,3450,3,1,2,1,0,1,0,0,1,0
101,6160000,5450,4,2,1,1,0,1,0,1,0,1
454,3087000,8100,2,1,1,1,0,0,0,0,1,0
447,3150000,3069,2,1,1,1,0,0,0,0,1,0
57,7070000,6240,4,2,2,1,0,0,0,1,1,0
386,3500000,3990,3,1,2,1,0,0,0,0,0,0
69,6650000,4040,3,1,2,1,0,1,1,0,1,0
369,3640000,5960,3,1,2,1,1,1,0,0,0,0
242,4543000,4100,2,2,1,1,1,1,0,0,0,0
202,4900000,2970,3,1,3,1,0,0,0,0,0,0
236,4550000,3640,3,1,2,1,0,0,0,1,0,0
126,5810000,5828,4,1,4,1,1,0,0,0,0,0
381,3500000,4240,3,1,2,1,0,0,0,1,0,0
178,5110000,3000,3,2,2,1,1,1,0,0,0,0
520,2310000,3180,2,1,1,1,0,0,0,0,0,0
335,3850000,3180,2,2,1,1,0,1,0,0,2,0
312,4060000,4340,3,1,1,1,0,0,0,0,0,0
184,5040000,7600,4,1,2,1,0,0,0,1,2,0
159,5383000,6450,3,2,1,1,1,1,1,0,0,0
270,4305000,4400,2,1,1,1,0,0,0,0,1,0
450,3118850,2398,3,1,1,1,0,0,0,0,0,1
460,3010000,3090,3,1,2,0,0,0,0,0,0,0
215,4767000,3420,4,2,2,1,0,0,0,0,0,0
233,4585000,4000,3,1,2,1,0,0,0,0,1,0
423,3325000,4775,4,1,2,1,0,0,0,0,0,0
515,2408000,3635,2,1,1,0,0,0,0,0,0,0
155,5460000,6100,3,1,3,1,1,0,0,1,0,1
201,4900000,3000,3,1,2,1,0,1,0,1,0,0
54,7210000,6000,3,2,4,1,1,0,0,1,1,0
500,2604000,2910,2,1,1,0,0,0,0,0,0,0
224,4690000,5400,2,1,2,1,0,0,0,0,0,1
52,7245000,9000,4,2,4,1,1,0,0,1,1,1
151,5495000,2817,4,2,2,0,1,1,0,0,1,0
188,5005000,8150,3,2,1,1,1,1,0,0,0,0
466,3010000,3630,4,1,2,1,0,0,0,0,3,0
265,4340000,1905,5,1,2,0,0,1,0,0,0,0
294,4200000,4079,3,1,3,1,0,0,0,0,0,0
266,4340000,4075,3,1,1,1,1,1,0,0,2,0
437,3220000,4320,3,1,1,0,0,0,0,0,1,0
535,1767150,2400,3,1,1,0,0,0,0,0,0,0
253,4473000,6360,2,1,1,1,0,1,0,1,1,0
304,4130000,5985,3,1,1,1,0,1,0,0,0,0
244,4515000,3510,3,1,3,1,0,0,0,0,0,0
275,4270000,4500,2,1,1,1,0,0,0,1,2,0
176,5145000,3410,3,1,2,0,0,0,0,1,0,0
246,4515000,9860,3,1,1,1,0,0,0,0,0,0
136,5652500,6660,4,2,2,1,1,1,0,0,1,1
292,4200000,5800,3,1,1,1,0,0,1,0,2,0
158,5390000,6710,3,2,2,1,1,1,0,0,1,1
127,5810000,5200,3,1,3,1,0,0,0,1,0,0
123,5873000,5500,3,1,3,1,1,0,0,1,1,0
316,4025000,3460,3,2,1,1,0,1,0,1,1,0
298,4193000,8250,3,1,1,1,0,1,0,0,3,0
82,6475000,3960,3,1,1,1,0,1,0,0,2,0
296,4200000,2145,3,1,3,1,0,0,0,0,1,1
273,4270000,6360,2,1,1,1,0,0,0,0,0,0
114,5950000,7020,3,1,1,1,0,1,0,1,2,1
213,4795000,7000,3,1,2,1,0,1,0,0,0,0
417,3360000,3750,3,1,1,1,0,0,0,0,0,0
234,4585000,3840,3,1,2,1,0,0,0,0,1,1
138,5600000,4700,4,1,2,1,1,1,0,1,1,0
371,3640000,2850,3,2,2,0,0,1,0,0,0,1
78,6580000,6000,3,2,4,1,0,0,0,1,0,0
